Track Id,Song Name,Artist Name,Artist Familiarity,Artist Hottness,Loudness,Tempo
TRBBMIR128F933DF44,"Los De Aragón: ""Los De Aragón",Alfredo Kraus,0.477387134,0.363610865,-15.734,110.034
TRBBMAM128F4290E48,Des Helden Widersacher,David Zinman,0.407997239,0.333108829,-25.613,131.917
TRBBMPH128F1469775,Seeing Is Believing,Mike And The Mechanics,0.661766091,0.257381628,-5.24,132.167
TRBBMXP128F9325219,Marseille (Live On Tour_ 1984),Thomas Dolby,0.641354081,0.384230563,-12.032,114.595
TRBBMXI128F428CCD1,The Lost Name of God,Amorphis,0.709010525,0.553566172,-7.107,122.483
TRBBMIF12903CA1EB0,Little Bit of Inner Air,Atomic Rooster,0.520757635,0.404566538,-9.079,124.714
TRBBMVE128F92DA833,A World In Fast Forward,Michael Whalen,0.45660506,0.360744984,-20.523,112.706
TRBBMTJ128F1477785,Sweeter Than You,The Four Pennies,0.418517721,0.355378552,-9.242,101.295
TRBBMQO128F425559F,Red Apple Juice (LP Version),The Tarriers,0.326699728,0.132384138,-14.523,148.294
TRBBMYD12903CC2638,Bülent & Mompfreed: Mompfreedonium,Bülent Ceylan,0.305177829,0.433721034,-18.446,78.437
TRBBMHE128EF341D09,Push It,Salt-N-Pepa,0.692344531,0.51928812,-5.668,127.597
TRBBMTZ128F4260C61,Sweet Defeat,The Flesh,0.476657191,0.360168091,-3.861,86.09
TRBBHUW128F429476F,Zornig!,Dynamite Deluxe,0.633402342,0.414834941,-8.315,87.844
TRBBHWG128F4249F32,Bomba Camara,Richie Ray & Bobby Cruz,0.508124534,0.360425106,-8.036,219.131
TRBBHQJ128F92CC610,Chalifot (Suits) (Live) (ft. Lioara Itzchak),Hadag Nahash,0.480708318,0.396070905,-5.296,167.831
TRBBHPQ128F145A7F8,Down And Out In Paradise,John Mellencamp,0.740250721,0.516771087,-8.698,134.929
TRBBHZV128F429A392,Who Do You Roll With?  (LP Version),New Direction,0.627071701,0.35376849,-6.611,56.703
TRBBHFE12903CA5EEB,Hip Replacement,Paris_ Texas,0.513932264,0.290906325,-6.737,100.532
TRBBHLO128F9302EA4,Here I Am,FFH,0.601245988,0.461026521,-6.315,138.504
TRBBHUR128F92FDBE2,Sugar Blues,Bob Willis,0.498834975,0.379960767,-13.559,121.923
TRBBHHP128EF365DA0,Every Breath I Take,Gene Pitney,0.556410013,0.396596275,-6.832,93.301
TRBBHQO128F9341FC8,El Chorro,Los Auténticos Decadentes,0.610330728,0.407821565,-5.79,140.823
TRBBOUN128F425A4E6,Hopelessly,Rick Astley,0.754917645,0.507464243,-10.612,150.112
TRBBOFH128F14A2A46,You Better Stop,Curtis Mayfield,0.786921231,0.495306693,-9.633,237.466
TRBBOTI12903CD9CBB,Soleil rouge,Josélito,0.482805248,0.293827445,-12.538,116.618
TRBBOJM12903CD1BDD,I Got Rhythm,Oscar Peterson Trio,0.531124493,0.382528158,-13.207,138.256
TRBBOKQ128F933AE7C,Didn't Know Yet What I'd Know When I Was Bleedin',Dax Riggs,0.627917468,0.473918437,-6.34,75.452
TRBBOBO128F425FDFC,Jericho  (Straight On Album Version),DeGarmo & Key,0.421132725,0.318834231,-9.799,132.786
TRBBOUO128F92D246B,Creation,The James Taylor Quartet,0.583178831,0.434253341,-14.334,106.552
TRBBOBQ12903CC5186,Talk To Your Daughter (Album Version),Robben Ford,0.604820432,0.383877494,-12.685,137.23
TRBBOPV12903CFB50F,Born To Be Together,The Ronettes,0.567278592,0.533885536,-9.54,114.047
TRBBOPX12903D106F7,Leo_ Are You Still Jumping Out Of Windows In Expensive Clothes?,My Little Airport,0.602359561,0.417172932,-9.361,92.975
TRBBOME12903CC3862,100 Ways ( LP Version ),Porno For Pyros,0.624967106,0.409712678,-7.858,194.691
TRBBFLM128F14AD269,Main Title,Christophe Beck,0.478083521,0.378387398,-26.631,131.487
TRBBFMN128F421AF38,Trumpet Blues And Cantabile,Mike Vax,0.314412069,0.217993638,-10.418,107.411
TRBBFOT12903CBCB4F,Raggy Road,Capleton,0.662250484,0.410053623,-8.834,161.737
TRBBFTS12903CDC3D9,Concerto In A Minor_ Op 54: First Movement - Allegro Affettuoso - Andante Espressivo - Tempo I - Cadenza - Allegro Molto,Solomon,0.629732489,0.341265841,-22.875,199.792
TRBBFRR128F426CD17,You'll Need Somebody On Your Bond,Blind Willie Johnson,0.574300068,0.401144741,-17.389,80.16
TRBBFFE128F9347D66,Contigo Si,La 5A Estacion,0.46477944,0.333851528,-8.278,100.266
TRBBFBZ128F42493ED,Tell The Truth (Album Version),Jude Cole,0.529961216,0.313211945,-8.858,159.673
TRBBFHG128F932B9D6,Autumn's Ablaze (Live),Primordial,0.751040126,0.4181931,-13.383,186.12
TRBBFUA128F933AB95,La Calle Del Gato Que Pesca,María Elena Walsh,0.341513855,0.25706292,-14.627,104.272
TRBBECU128F931E67C,Soul,Pedro Luis e a Parede,0.479848522,0.361702379,-6.032,159.134
TRBBEHB128E0784F71,6 Yrs (Album Version ),Reach 454,0.417164422,0.317288598,-2.76,95.953
TRBBEEP128F147F1BF,Entonces,Fran Perea,0.525332914,0.383394322,-3.39,90.645
TRBBEGG128F9314BAA,Heart Trouble,Martina McBride,0.614870934,0.628246419,-7.958,175.954
TRBBEQY128F42373AF,Save Me (Rolling Stone Original Version),Unwritten Law,0.638640406,0.460843483,-12.256,80.472
TRBBEYU128F4235623,Unemployed Black Astronaut,Busdriver,0.618002715,0.349476327,-5.281,123.998
TRBBEAE128F429E371,Piano E Viola,Pery Ribeiro,0.385417447,0.312131221,-11.131,87.61
TRBBEJC128F4281471,Good Rocking Tonight,Roy Brown,0.463593719,0.367731935,-15.525,157.087
TRBBXLS128F9323D9B,Kyana,Arctique,0.438177936,0.132312763,-8.214,130.004
TRBBXTY128F427EA62,Rescue And Breakout,James Horner,0.679519208,0.491828704,-16.487,95.543
TRBBXEG128F424EC2C,Babes In Arms,April Wine,0.656759788,0.4104772,-13.613,127.463
TRBBXWG128F148B444,Zhui Zhong,Jacky Cheung,0.546346469,0.413772173,-12.175,169.898
TRBBXMC128F422C330,Cum,Eric Burdon,0.601069052,0.359185993,-7.207,149.527
TRBBXWQ128F93418EB,Silver Bells,Lacy J. Dalton,0.481334748,0.369884223,-16.508,96.616
TRBBXGU12903CCC870,The Christmas Song,Mannheim Steamroller,0.705205403,0.653512933,-11.949,96.002
TRBBXML128F4256DFF,Ur Själslig Död,Månegarm,0.614261764,0.417413024,-3.779,147.91
TRBBXLI128F931BC58,20 horas de nada,Alex Ubago,0.581475219,0.292662773,-7.91,121.687
TRBBXSE128F42798F6,Honey,Mariah Carey,0.934935267,0.787005469,-7.488,95.929
TRBBXXC128F427044F,Round 7:  2138,Cassius Clay,0.485883206,0.28222148,-15.02,97.065
TRBBXPL128F9321D39,Madeleine (feat. Thomas Fersen),Jean Corti,0.453912533,0,-6.505,86.686
TRBBREF128F933CCDD,If you Seek Amy,Hoodfellas,0.586000058,0.409550595,-4.872,130.011
TRBBRXA12903CAB6C0,Leave Me Be,The Shirrows,0.044595915,0,-7.461,123.491
TRBBRIQ128F9353B5C,Paloma Consentida,Carmen Y Laura,0.233787991,0,-11.536,125.45
TRBBRVT128F428EA7A,The 23rd Psalm,Steve Erquiaga,0.461917431,0.360625671,-21.763,141.706
TRBBRQE12903C9E587,Trash (live Paris),New York Dolls,0.717670525,0.479308459,-12.153,110.056
TRBBRRS128F4256EEF,No Loafting,Junior Reid,0.622940428,0.370962958,-8.141,165.469
TRBBRTY128F4260973,Talk About Me,Screamin' Jay Hawkins,0.719492291,0.467565441,-11.316,63.263
TRBBRXN12903CBAE27,Cheshire Grin,Charlie Khan,0.474712354,0.332088981,-4.431,140.197
TRBBRME128F4276C73,Yi Xiao Shi Chong Yin,Edmond Leung,0.43331739,0.349886289,-11.349,137.686
TRBBRFQ12903CE2997,Ali Baba,Jackie Edwards,0.50373879,0.359290849,-6.543,157.177
TRBBRJN128F425C040,L'Aventurier,Jacques Dutronc,0.612953154,0.454541929,-7.246,98.733
TRBBRYI128F42370F5,Wishy Washy Woman,Mighty Joe Young,0.437616284,0.314268241,-11.213,119.52
TRBBTLA128F4226907,Désolé Pour La Poussière,Miossec,0.551311117,0.357663448,-7.254,89.013
TRBBTDV128F934F6B1,If I'M Dreaming just Let Me Dream,Brenda Lee,0.669371502,0.566912407,-11.761,124.291
TRBBTJG12903CD5B47,Distant Cousin,George Schuller,0.292738053,0.177446304,-13.132,103.022
TRBBTOM128F42309C2,Love,Opals,0.074959493,0,-9.271,155.611
TRBBTFO128EF345397,The Hills Of Old Wyomin',Roy Rogers,0.510367932,0.405080353,-18.421,100.451
TRBBTQB128F92FAB03,Rotate,Capone-N-Noreaga feat. Busta Rhymes and Ron Browz,0.585680704,0.44062411,-3.163,201.494
TRBBTSI128E0790E7B,Got To Tell The People,Cornell Campbell,0.587023739,0.383229026,-15.726,141.257
TRBBTZW12903CE7495,Better Days (Album Version),Faith Hill,0.643544997,0.670106173,-7.132,141.705
TRBBTUV128F933D382,Gigantor,Dickies,0.506307966,0.429547122,-10.223,70.183
TRBBTUD128F42A10A3,Here And Beyond,Behemoth,0.84219335,0.550422825,-4.46,114.929
TRBBTJH128F1476BC7,Apoliome Re Giorgi (Feat. Etsi De),IMISKOUBRIA featuring Etsi De,0.37128168,0.302716272,-5.717,100.003
TRBBPGL128F933E34C,Ernestine,Joe Bataan,0.563997692,0.349923661,-11.574,87.467
TRBBPYO128F426DF2A,I'll Meet You By The River (Southern Convention Songs Version),Bill & Gloria Gaither,0.426882762,0.333303418,-12.098,42.797
TRBBPSX128F93332EE,Cancion De Amor Eterno,Carlos Vives,0.620963981,0.413254693,-17.548,132.358
TRBBPPB128F14AB242,No Soy Uno Más,Jose Luis Perales,0.571402429,0.384425906,-6.025,136.478
TRBBPPQ128F426C3D5,Overture/Blue Tahitian Moon,Angelo Badalamenti / Keira Knightley,0.698770478,0.399451724,-10.462,123.797
TRBBPXP128F148511C,Loving By Heart,Jeff And Sheri Easter,0.535292736,0.385470551,-4.881,119.983
TRBBPGU12903CF7C25,Firewater,Joe Grushecky,0.503002306,0,-5.747,136.326
TRBBUOJ128F92FC6F2,Cursed Angel Of Doom (Previously Unreleased&Re-Recorded Track),Behemoth,0.84219335,0.550422825,-4.905,139.115
TRBBUPS12903CFC938,The Future,Benga,0.70382389,0.464736061,-8.525,87.468
TRBBUCK128F42AFAD6,Death Blow,Kool Moe Dee,0.545866609,0.375362434,-8.74,107.022
TRBBUBC128F148CBAA,If They Want It,DJ Clue / Fabolous Sport,0.663995716,0.54000775,-8.649,193.919
TRBBUHZ128F428F001,4 Minutes [Featuring Justin Timberlake And Timbaland] [Junkie XL Remix Edit],Madonna,0.915823253,0.655283798,-3.629,127.999
TRBBULA128F146E122,Turn The Heat Up,Bobaflex,0.588781959,0.415408952,-3.124,93.033
TRBBQYU128F4269447,Anna Bolena (1997 Digital Remaster): Alcun potria ascoltarti,Maria Callas/Gianni Raimondi/Gabriella Carturan/Plinio Clabassi/Nicola Rossi-Lemeni/Coro del Teatro alla Scala_ Milano/Noberto Mola/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni,0.612858654,0.360344686,-14.447,111.643
TRBBQHG12903CB5AD2,My Last Date (With You),Skeeter Davis,0.60383917,0.395791274,-12.439,102.117
TRBBQPP128F92EE611,Three Little Birds,Bob Marley & The Wailers,0.780264381,0.570106512,-8.959,148.684
TRBBQGV12903CB5CD3,Only Human,Usher Featuring The Nu Beginning,0.856448924,0.854637828,-11.215,118.099
TRBBQAV128F92E2000,Du machst mich irgendwann verrückt,Markus,0.537533308,0.343884049,-4.771,130.023
TRBBQFV128F4252EFF,Adrift,Jack Johnson,0.832011771,0.643072293,-15.967,241.818
TRBBQMY128F9320AF7,See The Big Man Cry,Charlie Louvin,0.400296035,0.391342452,-13.816,130.231
TRBBQVL128F93421CA,Sunday Cream,Juan Farcik,0.385430251,0.264368,-8.16,124.969
TRBBQJZ128F92C5AF2,Fools Like You,Blue Rodeo,0.636423645,0.44793548,-6.033,126.1
TRBBZJP128F4287992,Seize the day,Time Factory,0.411190826,0.28318261,-9.015,160.017
TRBBZOG128F422B02B,You Can Do Better Than Me (Album Version),Death Cab for Cutie,0.83125365,0.601427204,-10.775,101.306
TRBBZRF128F9321407,Ain't That Something,High Strung_ The,0.59994467,0.396800219,-2.694,120.944
TRBBZTM12903CB84F3,Bad Reputation (Originally Performed by Thin Lizzy),The Meatmen,0.514064276,0.395627514,-5.681,130.164
TRBBZAE128F92FDC05,Ride On Time (Original Version),Black Box,0.611726027,0.361992288,-9.159,118.834
TRBBZFO128F932CD27,2StepN,North Mississippi Allstars,0.746213857,0.476955046,-8.235,124.996
TRBBZJW12903CF71A6,Warung Beach,John Digweed,0.703229577,0.433927838,-5.988,127.995
TRBBZXJ12903CD3E8D,That Girl,Gary Morris,0.442024981,0.286032617,-9.636,130.72
TRBBZCM12903CDDDA5,Mutter Erde,Monika_ Wolfgang,0,0.457072637,-5.362,117.674
TRBBZWC128F93172DA,I've got Vilking in Me,Four Tet,0.791761696,0.474428173,-17.977,70.296
TRBBZSO128F4257B30,Ombre Et Lumière,Vincent Bruley,0.284220404,0.305849744,-14.037,150.867
TRBBZQM128F931A529,Song Sung Blue,Neil Diamond,0.817635146,0.564005986,-8.351,164.359
TRBBGMX128F932B156,Don't Speak,Kinky,0.739684335,0.553596233,-10.003,124.995
TRBBGDK128F427D450,My Maria (LP Version),Martin Sexton,0.641197515,0.448653471,-10.218,86.805
TRBBGQN128F9310CBE,You (Demo),Radiohead,0.899934952,0.604666876,-13.708,111.629
TRBBGOG128EF33EDCA,Death Song,The Last Days Of Jesus,0.523703597,0.354307353,-8.232,145.185
TRBBGEG128F425CEDD,Cross Currents,Richard Souther,0.419943148,0.330806357,-14.299,88.796
TRBBGMS128F424C656,Frankie & Sue,Darden Smith,0.485855596,0.362960597,-10.052,153.974
TRBBGFR128F427B5BD,No. 6 The Coombe,The Chieftains,0.662670206,0.378969801,-13.855,105.539
TRBBGUV128F92DFA21,Everyday Stranger,Dub Pistols feat. TK & Ashley Slater,0.687619666,0.417068912,-6.841,111.997
TRBBGMD128F4229F92,Virgen De La Nieve - 14-String Guitar Solo,Stephan Micus,0.561370907,0.365533756,-26.688,85.816
TRBBVBM128F4276D82,I Don't Know,Teenage Fanclub,0.684894723,0.511526435,-15.838,116.239
TRBBVDP128F92F28CF,Chaos (Live - Bridgehouse Tapes),4 Skins,0.528653456,0,-6.014,90.787
TRBBVSO128F9341C12,Anything's Better Than Feelin' The Blues,Martina McBride,0.614870934,0.628246419,-7.914,40.384
TRBBVAH128F4270300,40 OZ Quartet Part I,Tha Liks,0.536655656,0,-6.929,160.267
TRBBVYI128F4291603,Anarchy in the UK (Sex Pistols) (Bonus Track),Adrenalin O.D.,0.515726299,0.31930004,-5.235,106.002
TRBBVTH128F92F3B6F,Mary Had A Little Lamb,Dora The Explorer,0.514414554,0.413757657,-3.215,141.961
TRBBVFT128F42ABB02,3 + 3,Vangelis,0.772873274,0.473700501,-17.058,149.423
TRBBVFB128F1461507,Year 3_000 Blues (2002 Digital Remaster),Ten Years After,0.683388517,0.46311834,-10.124,106.145
TRBBVDW128F932262A,Over The Rainbow,Anita Kerr,0.334167652,0.188030095,-14.355,94.771
TRBBVNR128E078E1E4,Tell Your Momma Come,Black Eyed Peas,0.845601887,1.005941966,-5.065,204.304
TRBBVBM128F92D07F1,Xue Hua Chao,Hins Cheung,0.425072222,0.363452131,-6.339,149.765
TRBBVYO128F146AEDC,Witchcraft (1997 Digital Remaster),Joe Graves & The Diggers,0.226523067,0,-13.435,88.947
TRBBVPM12903CDB094,Kiss the Sky,Danielle Bollinger,0.505269396,0,-4.518,129.986
TRBBVXL128F427C3F2,Fleetwood,Jim Bryson,0.519246036,0.427816989,-7.101,97.431
TRBBDLG128F9308703,Sugar Bush,Bert Kaempfert,0.541033427,0.423808444,-18.994,161.804
TRBBDPA12903CCCA06,Haughtiness And Puerile Dreams,Autumnblaze,0.493891153,0.355495957,-5.903,159.886
TRBBDBV12903D00668,Anti fashion victime,Théophil,0.027457373,0,-10.275,77.827
TRBBDZF128F424BE45,Feriado,Chico Cesar,0.584225422,0.359873046,-7.083,163.99
TRBBDDG128F14743AE,Mambo Bacan,Line Renaud,0.470212296,0.320086927,-11.051,121.852
TRBBDAH128F92E625E,What Would You Do?,City High,0.645316974,0.401090254,-6.567,191.548
TRBBDFG128F4229DE2,For Free,Hal Russell,0.304389192,0,-18.986,126.71
TRBBDXO128F14A4737,Gettin' Together,Tommy James And The Shondells,0.620392056,0.390660523,-11.298,142.963
TRBBDSZ128F4273088,To My_ Niechciani,Molesta Ewenement,0.583705336,0.4895687,-7.7,185.592
TRBBDIU128F1496C52,Gamble Calypso,Mau Mau,0.439907658,0.311559176,-8.714,89.672
TRBBDJI12903CF10AB,Wings Of Love,Zagar feat. Underground Divas,0.577710176,0.399470991,-5.967,115.029
TRBBNHZ128F423E599,Forever,Orbital,0.693009204,0.498668875,-13.27,87.982
TRBBNPX12903CA5375,Only Just Begun,John Holt,0.629463245,0.424791236,-8.839,171.597
TRBBNTP128F92D934C,It's A Secret,Mungo Jerry,0.623696863,0.400211298,-9.984,88.58
TRBBNCE128F4295D5E,Some Kind of Record,Rockit,0.424757705,0,-6.898,103.015
TRBBNDS12903CBF924,Dead End Sign,Bonita,0.477963014,0.427015343,-7.29,104.035
TRBBNKD128F92F251E,New War,4 Skins,0.528653456,0,-8.214,82.98
TRBBNRP128F92EDD9D,Caroline (LP Version),Billy Pilgrim,0.430172046,0.354619058,-7.152,137.296
TRBBNNS128F931C83D,C'est pas ma faute,Betika_ Daouda,0.46143965,0.279743591,-10.224,179.999
TRBBNCR128F930B340,Prayer Walk,Kris Gruen,0.441736297,0.306090644,-10.777,105.217
TRBBNGV128F147EAFC,Felicidade,Moraes Moreira,0.461741493,0.334252474,-11.906,128.544
TRBBNML12903CBD2B3,God Gave Me You (Single/LP Version),Bryan White,0.598726841,0.426892681,-7.92,151.528
TRBBNIV12903CD4755,I Never Did No Hitler,20/20,0.50039601,0.314882184,-8.168,119.446
TRBBAQJ128F92F1336,One Step Forward_ Two Steps Back,John Sebastian,0.518743959,0.341288723,-12.983,101.971
TRBBADQ128F933698F,Hun Qian De Nu Ren,Hacken Lee,0.487693972,0.341976804,-12.838,132.174
TRBBAAZ12903CAEA6D,Flame It Up,DJ Rashad,0.402800199,0.366847208,-6.36,106.446
TRBBACZ128F9339B90,Prosperity In The U.S.A.,Yuppie Pricks,0.481627065,0.357329042,-4.433,160.039
TRBBADO12903CEE832,Boulevard St. Germain,Bloomfield,0.509380155,0.355667956,-6.718,179.976
TRBBANU128F422B87B,Only You,Ayo,0.522590185,0.390641236,-11.471,57.639
TRBBARP128F9306CBE,Let It Bang,X-ecutioners featuring M.O.P.,0.619260605,0.416935872,-4.33,185.498
TRBBALB12903CAC0B5,Shrinking,Dictafone,0.516489517,0.132946011,-6.632,129.983
TRBBANR128F4277C5B,40,U2,0.843526543,0.750311503,-8.539,146.826
TRBBAHD128F428E0FE,Burning Skies,Tones On Tail,0.588667487,0.385515114,-11.705,95.425
TRBBAKQ128F92F0A8E,Your Love Takes Good Care Of Me,The Jordanaires,0.382308283,0.283562596,-16.176,114.346
TRBBASV128F427680E,Baños De Budapest (Extended Remix),Hevia,0.619530991,0.354369616,-4.769,124.006
TRBBAAD128F42B0C9D,Love & Romance,Willie Barcena,0.349587819,0.31926643,-17.813,72.188
TRBBAIC12903D11771,Greener,ARRESTED DEVELOPMENT,0.701118744,0.415441656,-7.607,97.955
TRBBAKH128F92FA339,Secret Handshakes,The Ataris,0.82785377,0.517328584,-4.317,174.468
TRBBJUQ128F92D5776,Danser seule 2,Klimperei,0.3949625,0.310087326,-4.358,157.376
TRBBJBO128F92EB2C5,Your Touch Versus Death,Every Time I Die,0.842423318,0.56485575,-9.171,187.401
TRBBJST12903CEC7DC,The Bull Frog,Edmundo Ros,0.448026304,0.323634923,-15.79,232.436
TRBBJFZ12903D114AF,Lusco,Berrogüetto,0.554851898,0.386861225,-17.876,105.101
TRBBJTX12903CFC111,House Music,Save As,0.309123977,0,-6.466,125.032
TRBBJPY128F92F31E0,Skinned Strings,Chico Hamilton Quintet,0.41008204,0.278865041,-27.336,165.476
TRBBJVE128F9303F10,A White Demon Love Song (Soundtrack Album Version),The Killers,0.918451789,0.828906302,-9.041,86.958
TRBBJFM128F427ADEC,Foreign Prince Of Tokyo,Vodka Collins,0.41178907,0.406409656,-6.872,120.253
